gait_percent,iliacus,glut_max,glut_med,add_long,biceps_fem_lh,biceps_fem_sh,semitend,semimem,tib_ant,peron_brev,gastroc_med,gastroc_lat,soleus,tib_post
11.0,542.6283106939474,403.2690407508949,215.0768217338106,203.6286614979739,326.5712893525916,217.71419290172773,326.5712893525916,399.14268698650085,651.1539728327368,154.70658768369262,430.1536434676212,376.38443803416857,1075.384108669053,387.33441750303894
12.0,532.2421568553528,421.9641176603648,225.04752941886125,73.79014636352792,339.96784568749393,226.64523045832928,339.96784568749393,415.51625584027033,638.6905882264234,137.6440074117799,450.0950588377225,393.83317648300715,1125.237647094306,377.1192482377809
13.0,521.1367764821722,441.95380233209016,235.70869457711473,190.1452443438212,353.6210542251025,235.74736948340166,353.6210542251025,432.20351071956975,625.3641317786066,152.79343476021495,471.41738915422945,412.4902155099508,1178.5434728855737,533.6337290560349
14.0,509.3559974371724,463.1592046130897,247.0182424603145,157.2698504587842,367.47703198887706,244.9846879925847,367.47703198887706,449.13859465307195,611.2271969246069,168.73401456827165,494.036484920629,432.2819243055504,1235.0912123015726,190.3288112654619
15.0,496.9463130731183,485.49663646838707,258.93153944980645,115.56414833107299,381.481095764778,254.32073050985198,381.481095764778,466.25467260139527,596.335575687742,110.5084349444715,517.8630788996129,453.1301940371613,1294.6576972490323,401.6256421398552
16.0,483.95669874474913,508.8779422594516,271.40156920504086,165.31427583241887,395.5779779109301,263.7186519406201,395.5779779109301,483.4841952244701,580.7480384936989,100.79541501269132,542.8031384100817,474.9527461088215,1357.0078460252041,333.3283694951523
17.0,470.4384185254288,533.2108466542281,284.3791182155884,85.60425449872665,409.7120444737554,273.1413629825036,409.7120444737554,500.75916546792325,564.5261022305145,112.04691364120627,568.7582364311768,497.66345687727966,1421.8955910779418,178.18684399082525
18.0,456.4448228912682,558.3993187957172,297.81297002438254,145.81888189178048,423.827514749771,282.55167649984736,423.827514749771,518.0114069163868,547.7337874695219,177.2457429567008,595.6259400487651,521.1726975426695,1489.0648501219127,260.4504708863747
19.0,442.0311381711696,584.3439512918949,311.6501073556773,82.97167555176082,437.8686814265426,291.91245428436173,437.8686814265426,535.1728328546632,530.4373658054035,54.19885452816502,623.3002147113546,545.3876878724352,1558.2505367783863,465.8498694142489
20.0,427.25424859373686,610.9423525312737,325.83592135001265,77.08484219404367,451.78013043399585,301.1867536226639,451.78013043399585,552.1757149748838,512.7050983124842,69.77347022433511,651.6718427000253,570.2128623625222,1629.1796067500632,246.1330075543656
21.0,412.17247179121387,638.0895507758154,340.3144270804348,153.97462058797572,465.5069596384348,310.3379730922899,465.5069596384348,568.9529506691981,494.60696614945664,103.63962264868604,680.6288541608697,595.550247390761,1701.5721354021741,311.9863807848383
22.0,396.8453286464312,665.6784084364239,355.0284844994261,131.5708675278348,478.9949955161812,319.32999701078745,478.9949955161812,585.4383278531103,476.2143943757174,91.3762981171605,710.0569689988522,621.2998478739956,1775.1424224971304,473.24373864470135
23.0,381.3333083910762,693.6000448960631,369.920023944567,238.97318437572622,492.19100695172324,328.1273379678155,492.19100695172324,601.5667862743284,457.5999700692914,98.78656546826373,739.840047889134,647.3600419029922,1849.600119722835,237.88277409730995
24.0,365.69762988232833,721.744266211809,384.9302753129648,69.76095568312665,505.0429153166087,336.6952768777391,505.0429153166087,617.2746742758551,438.837155858794,195.52546126199323,769.8605506259296,673.6279817976883,1924.651376564824,548.4646956128865
25.0,350.0000000000001,750.0,400.0,75.75354176586745,517.5,345.0,517.5,632.5,420.0000000000001,147.24150582322244,800.0,700.0,2000.0,174.49750701021523
26.0,334.30237011767167,778.2557337881912,415.06972468703526,167.97472841087847,529.5130985797525,353.00873238650166,529.5130985797525,647.1826760419196,401.162844141206,123.58830124414766,830.1394493740705,726.3720182023117,2075.3486234351763,403.43502922632314
27.0,318.66669160892394,806.3999551039369,430.079976055433,185.36517973686352,541.0348008440343,360.68986722935625,541.0348008440343,661.2647565871531,382.4000299307087,60.86901623984392,860.159952110866,752.6399580970078,2150.3998802771653,445.28292344553256
28.0,303.15467135356874,834.3215915635761,444.9715155005739,238.31733946607164,552.0196358977737,368.0130905985158,552.0196358977737,674.690666097279,363.78560562428254,184.11914928024552,889.9430310011478,778.7001521260044,2224.8575775028694,526.3020078029895
29.0,287.8275282087863,861.9104492241846,459.6855729195651,153.97880181288716,562.4242516155072,374.94950107700475,562.4242516155072,687.4074186411754,345.3930338505436,195.7207531922775,919.3711458391302,804.449752609239,2298.4278645978256,491.78119218133133
30.0,272.74575140626325,889.0576474687263,474.16407864998735,151.24746014575,572.2075857324137,381.47172382160915,572.2075857324137,699.3648270062835,327.29490168751585,91.0378668725205,948.3281572999747,829.7871376374778,2370.820393249937,486.4955212354915
31.0,257.9688618288305,915.6560487081051,488.3498926443227,88.05565718688098,581.3310278983139,387.5540185988759,581.3310278983139,710.5157007646059,309.5626341945966,143.01665822428143,976.6997852886454,854.6123121275648,2441.7494632216135,415.85685449175094
32.0,243.55517710873184,941.6006812042829,502.1870299756175,176.23451672634346,589.7585720550834,393.17238137005563,589.7585720550834,720.8160325117686,292.2662125304782,101.39334036755942,1004.374059951235,878.8273024573307,2510.9351498780875,195.89139994312117
33.0,229.56158147457114,966.789153345772,515.6208817844117,176.03136168331824,597.456958536114,398.30463902407604,597.456958536114,730.2251715441395,275.4738977694854,112.59719375040814,1031.2417635688234,902.3365431227205,2578.1044089220586,428.6078050959304
34.0,216.0433012552508,991.1220577405485,528.5984307949592,152.13161363152037,604.3958053270234,402.9305368846822,604.3958053270234,738.7059842885841,259.251961506301,102.98902620229359,1057.1968615899184,925.0472538911786,2642.992153974796,484.51988500414177
35.0,203.05368692688174,1014.5033635316129,541.0684605501935,239.49562008763948,610.5477279695853,407.03181864639015,610.5477279695853,746.2250008517153,243.6644243122581,184.65351468167484,1082.136921100387,946.8698059628388,2705.342302750968,477.4160444923911
36.0,190.6440025628276,1036.8407953869103,552.9817575396855,84.37780496676197,615.8884476356756,410.5922984237837,615.8884476356756,752.7525471102701,228.7728030753931,118.1332408255344,1105.963515079371,967.7180756944497,2764.9087876984277,190.52145819581867
37.0,178.86322351782783,1058.0461976679098,564.2913054228852,61.32227385172765,620.3968869447152,413.5979246298101,620.3968869447152,758.2628618213186,214.6358682213934,176.64997296251255,1128.5826108457704,987.5097844900492,2821.456527114426,452.68124169460185
38.0,167.75784314464718,1078.035882339635,574.9524705811388,213.97842074719543,624.0552531464609,416.036835430974,624.0552531464609,762.734198290119,201.3094117735766,160.41817680001398,1149.9049411622775,1006.1668235169927,2874.7623529056937,309.82037408154855
39.0,157.37168930605267,1096.7309592491051,584.9231782661894,187.32955549458404,626.8491083408636,417.8994055605757,626.8491083408636,766.1489101943888,188.8460271672632,94.66498338838939,1169.8463565323789,1023.6155619658315,2924.615891330947,415.06561538959676
40.0,147.74575140626317,1114.0576474687264,594.1640786499875,136.2739499236725,628.7674264578615,419.178284305241,628.7674264578615,768.4935212262752,177.29490168751582,51.74093439619731,1188.328157299975,1039.787137637478,2970.8203932499373,428.7019673792626
41.0,138.9180186244963,1129.9475664759066,602.6387021204835,80.47794112434926,629.8026367722432,419.8684245148288,629.8026367722432,769.7587782771861,166.7016223493956,73.11184404176883,1205.277404240967,1054.6177287108462,3013.1935106024175,424.7512239232128
42.0,130.92332998903422,1144.3380060197385,610.3136032105273,68.77383039556658,629.9506537818403,419.9671025212269,629.9506537818403,769.9396879555826,157.10799598684108,153.4761419597885,1220.6272064210546,1068.0488056184226,3051.5680160526363,522.269550925834
43.0,123.79323688349517,1157.1721736097088,617.1584925918447,152.34262128856258,629.2108933311384,419.47392888742564,629.2108933311384,769.0355362936136,148.5518842601942,170.48144636897848,1234.3169851836894,1080.0273620357282,3085.7924629592235,221.55746194334415
44.0,117.55587852793714,1168.399418649713,623.1463566131803,69.69425289663975,627.5862749166723,418.39084994444823,627.5862749166723,767.0498915648218,141.06705423352457,98.61897390332518,1246.2927132263605,1090.5061240730654,3115.7317830659013,353.01238909684514
45.0,112.23587092621162,1177.9754323328193,628.2535639108369,161.5277791970285,625.0832101651063,416.7221401100708,625.0832101651063,763.9905902017965,134.68304511145394,156.55164117824438,1256.5071278216737,1099.4437368439646,3141.2678195541844,161.54007979137398
46.0,107.85420971784227,1185.862422507884,632.4599586708714,227.46497041978162,621.7115775294731,414.4743850196487,621.7115775294731,759.8697058693559,129.42505166141072,120.32649595697542,1264.9199173417428,1106.804927674025,3162.2997933543575,376.6967505403195
47.0,104.42818731782788,1192.0292628279099,635.7489401748852,228.73459966330697,617.4846833034334,411.65645553562223,617.4846833034334,754.7035018153074,125.31382478139346,104.11991185283176,1271.4978803497704,1112.560645306049,3178.744700874426,441.96019096034456
48.0,101.97132467138056,1196.451615591515,638.1075283154747,96.71873152552425,612.4192091074127,408.2794727382751,612.4192091074127,748.5123666868377,122.36558960565668,115.4464440103241,1276.2150566309494,1116.6881745520807,3190.5376415773735,448.3014296374044
49.0,100.49331789293211,1199.1120277927223,639.5264148227852,135.63688800983977,606.535146053868,404.35676403591197,606.535146053868,741.3207340658386,120.59198147151854,127.85936561217245,1279.0528296455705,1119.1712259398741,3197.632074113926,147.15049714819895
50.0,100.0,1200.0,640.0,168.1113432344688,599.8557158514986,399.9038105676658,599.8557158514986,733.1569860407207,120.0,112.35910877573235,1280.0,1120.0,3200.0,449.6430239611265
51.0,100.49331789293211,1199.1120277927223,639.5264148227852,64.9478005965612,592.4072791597724,394.93818610651493,592.4072791597724,724.0533411952773,120.59198147151854,64.70323095252091,1279.0528296455705,1119.1712259398741,3197.632074113926,143.70858039682867
52.0,101.97132467138054,1196.451615591515,638.1075283154747,78.26829780770932,584.2192315554441,389.4794877036294,584.2192315554441,714.0457274566539,122.36558960565664,199.08053615134259,1276.2150566309494,1116.6881745520807,3190.5376415773735,214.4808880036409
53.0,104.42818731782785,1192.0292628279099,635.7489401748852,125.89482417858044,575.3238875216452,383.5492583477635,575.3238875216452,703.1736403042331,125.31382478139342,132.6508490000674,1271.4978803497704,1112.560645306049,3178.744700874426,370.68346795017374
54.0,107.85420971784224,1185.862422507884,632.4599586708714,111.2130965725217,565.7563529173807,377.17090194492044,565.7563529173807,691.4799868990208,129.4250516614107,64.09381879749264,1264.9199173417428,1106.804927674025,3162.2997933543575,470.1858919891052
55.0,112.23587092621159,1177.9754323328189,628.2535639108368,238.63269060829248,555.5543864307431,370.3695909538287,555.5543864307431,679.010916748686,134.6830451114539,199.58854804044728,1256.5071278216735,1099.4437368439642,3141.2678195541835,269.8621784049235
56.0,117.5558785279372,1168.399418649713,623.1463566131803,206.59009715054486,544.7582505626198,363.1721670417465,544.7582505626198,665.8156395765352,141.06705423352463,56.053042543406605,1246.2927132263605,1090.5061240730654,3115.7317830659013,206.52512573559196
57.0,123.79323688349503,1157.1721736097088,617.1584925918447,68.66831092732633,533.4105527289972,355.6070351526648,533.4105527289972,651.9462311132188,148.55188426019404,90.90780891914089,1234.3169851836894,1080.0273620357282,3085.7924629592235,270.26611499701664
58.0,130.92332998903404,1144.3380060197385,610.3136032105273,216.42475217278542,521.5560771089544,347.7040514059696,521.5560771089544,637.4574275776109,157.10799598684088,95.82308023180336,1220.6272064210546,1068.0488056184226,3051.5680160526363,191.99955903279655
59.0,138.91801862449626,1129.9475664759068,602.6387021204837,208.81599481470673,509.24160790196896,339.4944052679793,509.24160790196896,622.4064096579621,166.7016223493955,52.720147350229205,1205.2774042409674,1054.6177287108464,3013.1935106024184,502.47907087508696
60.0,147.7457514062631,1114.0576474687264,594.1640786499875,131.89038635059288,496.515744692055,331.01049646137,496.515744692055,606.852576845845,177.29490168751573,149.43218264080522,1188.328157299975,1039.787137637478,2970.8203932499373,280.4823220599585
61.0,157.37168930605262,1096.7309592491051,584.9231782661894,163.98529186530405,483.4287106474085,322.2858070982723,483.4287106474085,590.8573130134993,188.84602716726312,92.16272941393022,1169.8463565323789,1023.6155619658315,2924.615891330947,525.6556122991948
62.0,167.75784314464713,1078.035882339635,574.9524705811388,170.50264961069587,470.0321543125061,313.35476954167075,470.0321543125061,574.4837441597297,201.30941177357653,54.06918249737547,1149.9049411622775,1006.1668235169927,2874.7623529056937,196.9368762868067
63.0,178.86322351782778,1058.0461976679098,564.2913054228852,231.9230962603345,456.3789457748976,304.2526305165984,456.3789457748976,557.7964892804304,214.6358682213933,187.64039550235424,1128.5826108457704,987.5097844900492,2821.456527114426,232.07113214146844
64.0,190.6440025628276,1036.8407953869103,552.9817575396855,180.16722911824516,442.5229680111229,295.0153120074153,442.5229680111229,540.861405346928,228.7728030753931,175.55687669113695,1105.963515079371,967.7180756944497,2764.9087876984277,145.187534011192
65.0,203.05368692688165,1014.5033635316131,541.0684605501937,119.7640277804278,428.518904235222,285.679269490148,428.518904235222,523.7453273986047,243.664424312258,62.39298530050445,1082.1369211003873,946.8698059628389,2705.3423027509684,490.3918892881637
66.0,216.04330125525092,991.1220577405481,528.5984307949591,66.06829209689182,414.42202208906974,276.28134805937987,414.42202208906974,506.5158047755297,259.2519615063011,139.47302838903437,1057.1968615899182,925.0472538911783,2642.992153974795,200.047890726278
67.0,229.56158147457117,966.7891533457719,515.6208817844116,190.15015584759624,400.28795552624456,266.8586370174964,400.28795552624456,489.24083453207675,275.4738977694854,74.91917797544689,1031.2417635688232,902.3365431227204,2578.104408922058,421.53106493538354
68.0,243.55517710873195,941.6006812042824,502.18702997561724,164.70812293874312,386.1724852502288,257.4483235001525,386.1724852502288,471.988593083613,292.26621253047836,119.95186608460261,1004.3740599512345,878.8273024573302,2510.935149878086,208.29337558239774
69.0,257.9688618288303,915.6560487081055,488.3498926443229,112.85548198316508,372.13131857345746,248.08754571563833,372.13131857345746,454.8271671453369,309.5626341945964,130.57041133783127,976.6997852886458,854.6123121275651,2441.7494632216144,217.14026798827672
70.0,272.74575140626314,889.0576474687263,474.16407864998735,211.9786333374629,358.21986956600415,238.8132463773361,358.21986956600415,437.8242850251162,327.29490168751573,91.99677489043953,948.3281572999747,829.7871376374778,2370.820393249937,175.16558888695087
71.0,287.8275282087862,861.910449224185,459.6855729195653,165.83349764743943,344.49304036156525,229.66202690771016,344.49304036156525,421.04704933080194,345.3930338505435,128.58110113564774,919.3711458391306,804.4497526092392,2298.4278645978266,257.31986720524355
72.0,303.1546713535688,834.3215915635761,444.9715155005739,238.4799814439712,331.0050044838187,220.6700029892125,331.0050044838187,404.5616721468896,363.7856056242826,196.44695730789175,889.9430310011478,778.7001521260044,2224.8575775028694,309.0396348199109
73.0,318.6666916089238,806.3999551039369,430.079976055433,225.2330887690826,317.8089930482769,211.87266203218456,317.8089930482769,388.4332137256717,382.40002993070857,97.6255314882228,860.159952110866,752.6399580970078,2150.3998802771653,441.3959196302038
74.0,334.3023701176717,778.2557337881908,415.0697246870351,100.22134126469416,304.95708468339126,203.3047231222608,304.95708468339126,372.72532572414485,401.16284414120605,174.83686741135813,830.1394493740702,726.3720182023114,2075.3486234351753,163.0956412506464
75.0,350.0,750.0,400.0,109.05084278683067,292.49999999999994,194.99999999999997,292.49999999999994,357.49999999999994,420.0,68.24679760571507,800.0,700.0,2000.0,254.14455193400477
76.0,365.6976298823282,721.7442662118092,384.9302753129649,192.51364513784054,280.48690142024765,186.99126761349842,280.48690142024765,342.81732395808046,438.8371558587939,144.7075207696814,769.8605506259298,673.6279817976886,1924.6513765648247,462.4905095417295
77.0,381.33330839107606,693.6000448960631,369.920023944567,117.26387291173336,268.9651991559656,179.31013277064372,268.9651991559656,328.7352434128468,457.59997006929126,188.18043335154323,739.840047889134,647.3600419029922,1849.600119722835,219.6305171265159
78.0,396.8453286464311,665.6784084364241,355.02848449942616,190.7934472827138,257.9803641022263,171.9869094014842,257.9803641022263,315.30933390272105,476.2143943757173,154.16251523515172,710.0569689988523,621.2998478739958,1775.1424224971308,474.1854187559692
79.0,412.17247179121375,638.0895507758153,340.3144270804348,72.18450337515948,247.5757483844927,165.05049892299513,247.5757483844927,302.5925813588244,494.60696614945647,169.04686402111724,680.6288541608697,595.5502473907609,1701.572135402174,246.28218003072683
80.0,427.25424859373686,610.9423525312737,325.83592135001265,82.27985388056162,237.7924142675863,158.52827617839088,237.7924142675863,290.6351729937166,512.7050983124842,179.50449855104333,651.6718427000253,570.2128623625222,1629.1796067500632,512.5544110922687
81.0,442.0311381711696,584.3439512918947,311.65010735567716,124.66570224605297,228.668972101686,152.445981401124,228.668972101686,279.484299235394,530.4373658054035,178.71860022168306,623.3002147113543,545.3876878724351,1558.2505367783858,388.02700707130805
82.0,456.44482289126796,558.3993187957176,297.81297002438276,66.15250582932902,220.24142794491667,146.82761862994445,220.24142794491667,269.1839674882315,547.7337874695215,85.87882525513422,595.6259400487655,521.1726975426698,1489.0648501219137,432.1568646480138
83.0,470.4384185254287,533.2108466542282,284.3791182155884,78.63553943042952,212.54304146388603,141.69536097592402,212.54304146388603,259.7748284558607,564.5261022305144,151.1024275146303,568.7582364311768,497.6634568772797,1421.895591077942,467.1498430927867
84.0,483.956698744749,508.8779422594518,271.40156920504097,135.57997186546612,205.60419467297675,137.06946311531783,205.60419467297675,251.29401571141602,580.7480384936988,125.33893200928343,542.8031384100819,474.9527461088217,1357.0078460252048,240.30622043414124
85.0,496.94631307311823,485.4966364683872,258.9315394498065,195.23081940019077,199.4522720304148,132.96818135360985,199.4522720304148,243.77499914828473,596.3355756877419,65.87492717852535,517.863078899613,453.13019403716135,1294.6576972490325,508.8846330305529
86.0,509.3559974371723,463.15920461308986,247.01824246031458,208.96523698748933,194.11155236432444,129.40770157621628,194.11155236432444,237.24745288972986,611.2271969246068,84.91924411913662,494.03648492062916,432.28192430555055,1235.091212301573,404.45762627465024
87.0,521.1367764821722,441.95380233209005,235.7086945771147,136.11527118450144,189.60311305528487,126.4020753701899,189.60311305528487,231.73713817868148,625.3641317786066,168.17431851871746,471.4173891542294,412.4902155099507,1178.5434728855735,143.98702383546294
88.0,532.2421568553528,421.9641176603649,225.04752941886127,225.65238887229663,185.94474685353896,123.96316456902596,185.94474685353896,227.26580170988092,638.6905882264234,144.16277766619478,450.09505883772255,393.83317648300726,1125.2376470943063,247.81488769919943
89.0,542.6283106939474,403.26904075089476,215.07682173381056,68.19017706137522,183.1508916591364,122.10059443942426,183.1508916591364,223.85108980561114,651.1539728327368,145.90959003230418,430.1536434676211,376.38443803416845,1075.3841086690527,554.5034471335535
90.0,552.2542485937369,385.9423525312737,205.83592135001263,227.07499343952423,181.23257354213848,120.82171569475899,181.23257354213848,221.50647877372484,662.7050983124842,188.46382702357528,411.67184270002525,360.2128623625221,1029.1796067500632,323.6240742770722
91.0,561.0819813755038,370.0524335240931,197.36129787951631,197.31256345080934,180.19736322775688,120.13157548517125,180.19736322775688,220.24122172281395,673.2983776506046,150.52964562760164,394.72259575903263,345.38227128915355,986.8064893975817,519.6307652861539
92.0,569.0766700109658,355.6619939802614,189.68639678947275,115.52246408851,180.04934621815977,120.03289747877318,180.04934621815977,220.0603120444175,682.8920040131591,165.4715271499222,379.3727935789455,331.9511943815773,948.4319839473637,421.86188117587983
93.0,576.2067631165048,342.8278263902911,182.84150740815525,138.67384537923314,180.78910666886156,120.52607111257437,180.78910666886156,220.96446370638634,691.4481157398059,192.9403446657639,365.6830148163105,319.9726379642717,914.2075370407763,149.13314277942277
94.0,582.4441214720628,331.60058135028703,176.85364338681975,214.99080368986182,182.41372508332765,121.60915005555175,182.41372508332765,222.9501084351782,698.9329457664754,136.2625709493272,353.7072867736395,309.49387592693455,884.2682169340987,161.71208200340402
95.0,587.7641290737884,322.0245676671809,171.74643608916315,209.08049183351474,184.91678983489376,123.27785988992918,184.91678983489376,226.00940979820348,705.3169548885461,81.76395512429069,343.4928721783263,300.5562631560355,858.7321804458157,336.23060488706284
96.0,592.1457902821577,314.1375774921161,167.5400413291286,98.2152978247701,188.2884224705269,125.52561498035128,188.2884224705269,230.130294130644,710.5749483385893,69.07775363885725,335.0800826582572,293.19507232597505,837.7002066456429,453.3781027666657
97.0,595.5718126821722,307.9707371720901,164.2510598251147,111.81431643278108,192.5153166965668,128.34354446437786,192.5153166965668,235.29649818469272,714.6861752186066,68.98895248379783,328.5021196502294,287.43935469395075,821.2552991255736,334.72930327502297
98.0,598.0286753286194,303.548384408485,161.89247168452533,201.6340105135195,197.5807908925874,131.72052726172492,197.5807908925874,241.48763331316238,717.6344103943434,173.46693482243305,323.78494336905067,283.3118254479193,809.4623584226267,312.8705920013813
99.0,599.506682107068,300.8879722072778,160.47358517721483,102.7269185133583,203.46485394613217,135.6432359640881,203.46485394613217,248.67926593416152,719.4080185284815,135.66532295391826,320.94717035442966,280.82877406012597,802.3679258860742,183.21970639408656
100.0,600.0,300.0,160.0,71.25486932919064,210.14428414850133,140.09618943233423,210.14428414850133,256.8430139592794,720.0,94.26560763319819,320.0,280.0,800.0,305.198052507767
